,speaker,minute,text,topic,label,prob,sentiment
542,Kristen Welker,14:31,"President Trump, that’s 30 seconds. Vice President Biden to you. North Korea conducted four nuclear tests under the Obama administration. Why do you think you would be able to reign in this persistent threatening?",1_biden_vicepresident_vice_president,4,0.13198918,confusion
543,Joe Biden,14:42,"Because I’d make it clear, which we were making clear to China, they had to be part of the deal, because I made it clear as a spokesperson for the illustration when I went to China that I said, “Why are you moving your missile defense up so close? Why are you moving more forces here? Why are you continue to do military maneuvers with South Korea?” I said, “Because North Korea is a problem, and we’re going to continue to do it so we can control them. We’re going to make sure we can control them and make sure they can not hurt us. And so if you want to do something about it, step up and help. If not, it’s going to continue.” What has he done? He’s legitimized North Korea. He’s talked about his good buddy, who’s a thug, a thug. And he talks about how we’re better off. And they have much more capable missiles, able to reach us territory much more easily than they ever did before.",13_korea_korean_missiles_missile,5,0.2919997,curiosity
544,Joe Biden,14:42,"Because I’d make it clear, which we were making clear to China, they had to be part of the deal, because I made it clear as a spokesperson for the illustration when I went to China that I said, “Why are you moving your missile defense up so close? Why are you moving more forces here? Why are you continue to do military maneuvers with South Korea?” I said, “Because North Korea is a problem, and we’re going to continue to do it so we can control them. We’re going to make sure we can control them and make sure they can not hurt us. And so if you want to do something about it, step up and help. If not, it’s going to continue.” What has he done? He’s legitimized North Korea. He’s talked about his good buddy, who’s a thug, a thug. And he talks about how we’re better off. And they have much more capable missiles, able to reach us territory much more easily than they ever did before.",13_korea_korean_missiles_missile,4,0.13737974,confusion
545,Joe Biden,14:42,"Because I’d make it clear, which we were making clear to China, they had to be part of the deal, because I made it clear as a spokesperson for the illustration when I went to China that I said, “Why are you moving your missile defense up so close? Why are you moving more forces here? Why are you continue to do military maneuvers with South Korea?” I said, “Because North Korea is a problem, and we’re going to continue to do it so we can control them. We’re going to make sure we can control them and make sure they can not hurt us. And so if you want to do something about it, step up and help. If not, it’s going to continue.” What has he done? He’s legitimized North Korea. He’s talked about his good buddy, who’s a thug, a thug. And he talks about how we’re better off. And they have much more capable missiles, able to reach us territory much more easily than they ever did before.",13_korea_korean_missiles_missile,14,0.09179508,realization
546,Kristen Welker,15:31,"Let me follow up with you, Vice President Biden. You’ve said you wouldn’t meet with Kim Jong-un without preconditions. Are there any conditions under which you would meet with him?",1_biden_vicepresident_vice_president,5,0.49540684,curiosity
547,Kristen Welker,15:31,"Let me follow up with you, Vice President Biden. You’ve said you wouldn’t meet with Kim Jong-un without preconditions. Are there any conditions under which you would meet with him?",1_biden_vicepresident_vice_president,4,0.25361642,confusion
548,Kristen Welker,15:31,"Let me follow up with you, Vice President Biden. You’ve said you wouldn’t meet with Kim Jong-un without preconditions. Are there any conditions under which you would meet with him?",1_biden_vicepresident_vice_president,13,0.047881234,optimism
549,Joe Biden,15:39,On the condition that he would agree that he would be drawing down his nuclear capacity. The Korean Peninsula should be a nuclear free zone.,13_korea_korean_missiles_missile,14,0.29330048,realization
550,Joe Biden,15:39,On the condition that he would agree that he would be drawing down his nuclear capacity. The Korean Peninsula should be a nuclear free zone.,13_korea_korean_missiles_missile,3,0.2526044,approval
551,Joe Biden,15:39,On the condition that he would agree that he would be drawing down his nuclear capacity. The Korean Peninsula should be a nuclear free zone.,13_korea_korean_missiles_missile,13,0.107429765,optimism
552,Kristen Welker,15:48,All right. Let’s move on to American families.,9_families_family_parents_reunite,3,0.2977241,approval
553,Kristen Welker,15:48,All right. Let’s move on to American families.,9_families_family_parents_reunite,14,0.194752,realization
554,Kristen Welker,15:48,All right. Let’s move on to American families.,9_families_family_parents_reunite,13,0.17169538,optimism
555,Donald Trump,15:51,Kristen.,8_trump_president_bernie_nobody,13,0.42832386,optimism
556,Donald Trump,15:51,Kristen.,8_trump_president_bernie_nobody,3,0.13408567,approval
557,Donald Trump,15:51,Kristen.,8_trump_president_bernie_nobody,0,0.075662166,admiration
558,Kristen Welker,15:51,"Very quickly, 10 seconds, President Trump.",-1_immigration_trump_cages_president,0,0.19428566,admiration
559,Kristen Welker,15:51,"Very quickly, 10 seconds, President Trump.",-1_immigration_trump_cages_president,3,0.1463232,approval
560,Kristen Welker,15:51,"Very quickly, 10 seconds, President Trump.",-1_immigration_trump_cages_president,13,0.13056548,optimism
561,Donald Trump,15:53,They tried to meet with him. He wouldn’t do it. He didn’t like Obama. He didn’t like him. He wouldn’t do it.,-1_immigration_trump_cages_president,7,0.4411341,disapproval
562,Donald Trump,15:53,They tried to meet with him. He wouldn’t do it. He didn’t like Obama. He didn’t like him. He wouldn’t do it.,-1_immigration_trump_cages_president,1,0.13192098,anger
563,Donald Trump,15:53,They tried to meet with him. He wouldn’t do it. He didn’t like Obama. He didn’t like him. He wouldn’t do it.,-1_immigration_trump_cages_president,6,0.11187111,disappointment
564,Kristen Welker,15:59,"Okay, I’ve got to give him a chance to respond to that before we move on.",6_okay_lets_followup_let,14,0.4354748,realization
565,Kristen Welker,15:59,"Okay, I’ve got to give him a chance to respond to that before we move on.",6_okay_lets_followup_let,3,0.19831432,approval
566,Kristen Welker,15:59,"Okay, I’ve got to give him a chance to respond to that before we move on.",6_okay_lets_followup_let,13,0.074865066,optimism
567,Donald Trump,16:01,"I know for a fact. They tried. We wouldn’t do it. And that’s okay. You know what? North Korea, we’re not in a war. We have a good relationship. People don’t understand. Having a good relationship with leaders of other countries is a good thing.",13_korea_korean_missiles_missile,0,0.22464733,admiration
568,Donald Trump,16:01,"I know for a fact. They tried. We wouldn’t do it. And that’s okay. You know what? North Korea, we’re not in a war. We have a good relationship. People don’t understand. Having a good relationship with leaders of other countries is a good thing.",13_korea_korean_missiles_missile,3,0.18485518,approval
569,Donald Trump,16:01,"I know for a fact. They tried. We wouldn’t do it. And that’s okay. You know what? North Korea, we’re not in a war. We have a good relationship. People don’t understand. Having a good relationship with leaders of other countries is a good thing.",13_korea_korean_missiles_missile,14,0.111671895,realization
570,Kristen Welker,16:12,"President Trump, we have to move on, because we have a lot of questions to get to. Your response.",-1_immigration_trump_cages_president,5,0.34294173,curiosity
571,Kristen Welker,16:12,"President Trump, we have to move on, because we have a lot of questions to get to. Your response.",-1_immigration_trump_cages_president,4,0.13649458,confusion
572,Kristen Welker,16:12,"President Trump, we have to move on, because we have a lot of questions to get to. Your response.",-1_immigration_trump_cages_president,13,0.09443706,optimism
573,Joe Biden,16:15,"We had a good relationship with Hitler before he, in fact, invaded Europe, the rest of Europe. Come on. The reason he would not meet with President Obama is because President Obama said, “We’re going to talk about denuclearization. We’re not going to legitimize you and we’re going to continue to push stronger and stronger sanctions on you.” That’s why he wouldn’t meet with us.",-1_immigration_trump_cages_president,7,0.26626626,disapproval
574,Joe Biden,16:15,"We had a good relationship with Hitler before he, in fact, invaded Europe, the rest of Europe. Come on. The reason he would not meet with President Obama is because President Obama said, “We’re going to talk about denuclearization. We’re not going to legitimize you and we’re going to continue to push stronger and stronger sanctions on you.” That’s why he wouldn’t meet with us.",-1_immigration_trump_cages_president,15,0.12107106,sadness
575,Joe Biden,16:15,"We had a good relationship with Hitler before he, in fact, invaded Europe, the rest of Europe. Come on. The reason he would not meet with President Obama is because President Obama said, “We’re going to talk about denuclearization. We’re not going to legitimize you and we’re going to continue to push stronger and stronger sanctions on you.” That’s why he wouldn’t meet with us.",-1_immigration_trump_cages_president,2,0.10400018,annoyance
576,Kristen Welker,16:36,"All right, let’s move on.",6_okay_lets_followup_let,3,0.27728507,approval
577,Kristen Welker,16:36,"All right, let’s move on.",6_okay_lets_followup_let,14,0.22031629,realization
578,Kristen Welker,16:36,"All right, let’s move on.",6_okay_lets_followup_let,13,0.15271497,optimism
579,Donald Trump,16:38,And it didn’t happen.,4_did_didnt_said_had,7,0.41148248,disapproval
580,Donald Trump,16:38,And it didn’t happen.,4_did_didnt_said_had,6,0.12012524,disappointment
581,Donald Trump,16:38,And it didn’t happen.,4_did_didnt_said_had,15,0.10586941,sadness
582,Kristen Welker,16:38,Let’s move on and talk about American families.,9_families_family_parents_reunite,13,0.22194722,optimism
583,Kristen Welker,16:38,Let’s move on and talk about American families.,9_families_family_parents_reunite,3,0.1359711,approval
584,Kristen Welker,16:38,Let’s move on and talk about American families.,9_families_family_parents_reunite,14,0.13285632,realization
585,Donald Trump,16:38,Excuse me. He left me a mess. Kristen.,8_trump_president_bernie_nobody,6,0.18819466,disappointment
586,Donald Trump,16:38,Excuse me. He left me a mess. Kristen.,8_trump_president_bernie_nobody,2,0.17096488,annoyance
587,Donald Trump,16:38,Excuse me. He left me a mess. Kristen.,8_trump_president_bernie_nobody,16,0.14617138,surprise
588,Kristen Welker,16:40,President Trump. Okay,8_trump_president_bernie_nobody,3,0.38057297,approval
589,Kristen Welker,16:40,President Trump. Okay,8_trump_president_bernie_nobody,13,0.15786406,optimism
590,Kristen Welker,16:40,President Trump. Okay,8_trump_president_bernie_nobody,0,0.12761705,admiration
591,Donald Trump,16:41,"They left me a mess. North Korea was a mess, and in fact, if you remember the first two or three months. It was a very dangerous period in my first three months before we worked things out a little bit.",13_korea_korean_missiles_missile,9,0.42688495,fear
592,Donald Trump,16:41,"They left me a mess. North Korea was a mess, and in fact, if you remember the first two or three months. It was a very dangerous period in my first three months before we worked things out a little bit.",13_korea_korean_missiles_missile,6,0.10180893,disappointment
593,Donald Trump,16:41,"They left me a mess. North Korea was a mess, and in fact, if you remember the first two or three months. It was a very dangerous period in my first three months before we worked things out a little bit.",13_korea_korean_missiles_missile,16,0.088893235,surprise
594,Kristen Welker,16:54,Okay.,7_okay___,3,0.42504013,approval
595,Kristen Welker,16:54,Okay.,7_okay___,13,0.16947357,optimism
596,Kristen Welker,16:54,Okay.,7_okay___,0,0.086436674,admiration
597,Donald Trump,16:54,"There was a very day. They left us a mess, and Obama would be, I think, the first to say it, was the single biggest problem he thought that our country [crosstalk 00:17:03].",0_obamacare_healthcare_vaccine_insurance,6,0.21427974,disappointment
598,Donald Trump,16:54,"There was a very day. They left us a mess, and Obama would be, I think, the first to say it, was the single biggest problem he thought that our country [crosstalk 00:17:03].",0_obamacare_healthcare_vaccine_insurance,15,0.2138118,sadness
599,Donald Trump,16:54,"There was a very day. They left us a mess, and Obama would be, I think, the first to say it, was the single biggest problem he thought that our country [crosstalk 00:17:03].",0_obamacare_healthcare_vaccine_insurance,16,0.13014583,surprise
600,Kristen Welker,17:03,"Okay, let’s move on to American families and the economy. One of the issues that’s most important to them is healthcare, as you both know. Today, there was a key vote on a new Supreme Court Justice, Amy Coney Barrett, and healthcare is at the center of her confirmation fight. Over 20 million Americans get their health insurance through the Affordable Care Act. It’s headed to the Supreme Court and your administration, Mr. President, is advocating for the court to overturn it. If the Supreme Court does overturn that law, there’s 20 million Americans could lose their health insurance almost overnight. So what would you do if those people have their health insurance taken away? You have two minutes uninterrupted.",0_obamacare_healthcare_vaccine_insurance,5,0.1624445,curiosity
601,Kristen Welker,17:03,"Okay, let’s move on to American families and the economy. One of the issues that’s most important to them is healthcare, as you both know. Today, there was a key vote on a new Supreme Court Justice, Amy Coney Barrett, and healthcare is at the center of her confirmation fight. Over 20 million Americans get their health insurance through the Affordable Care Act. It’s headed to the Supreme Court and your administration, Mr. President, is advocating for the court to overturn it. If the Supreme Court does overturn that law, there’s 20 million Americans could lose their health insurance almost overnight. So what would you do if those people have their health insurance taken away? You have two minutes uninterrupted.",0_obamacare_healthcare_vaccine_insurance,14,0.13789524,realization
602,Kristen Welker,17:03,"Okay, let’s move on to American families and the economy. One of the issues that’s most important to them is healthcare, as you both know. Today, there was a key vote on a new Supreme Court Justice, Amy Coney Barrett, and healthcare is at the center of her confirmation fight. Over 20 million Americans get their health insurance through the Affordable Care Act. It’s headed to the Supreme Court and your administration, Mr. President, is advocating for the court to overturn it. If the Supreme Court does overturn that law, there’s 20 million Americans could lose their health insurance almost overnight. So what would you do if those people have their health insurance taken away? You have two minutes uninterrupted.",0_obamacare_healthcare_vaccine_insurance,15,0.101650715,sadness
603,Donald Trump,17:40,"First of all, I’ve already done something that nobody thought was possible. Through the legislature, I terminated the individual mandate. That is the worst part of Obamacare, as we call it. The individual mandate where you have to pay a fortune for the privilege of not having to pay for bad health insurance, I terminated. It’s gone. Now, it’s in court, because Obamacare is no good. But then I made a decision, run it as well as you can, to my people, great people, run it as well as you can. I could have gone the other route and made everybody very unhappy. They ran it. Premiums are down. Everything’s down. Here’s the problem. No matter how well you run it, it’s no good. What we’d like to do is terminate it. We have the individual mandate done. I don’t know that it’s going to work. If we don’t win, we will have to run it and we’ll have Obamacare, but it’ll be better run. But it no longer is Obamacare, because without the individual mandate, it’s much different.",0_obamacare_healthcare_vaccine_insurance,6,0.17197633,disappointment
604,Donald Trump,17:40,"First of all, I’ve already done something that nobody thought was possible. Through the legislature, I terminated the individual mandate. That is the worst part of Obamacare, as we call it. The individual mandate where you have to pay a fortune for the privilege of not having to pay for bad health insurance, I terminated. It’s gone. Now, it’s in court, because Obamacare is no good. But then I made a decision, run it as well as you can, to my people, great people, run it as well as you can. I could have gone the other route and made everybody very unhappy. They ran it. Premiums are down. Everything’s down. Here’s the problem. No matter how well you run it, it’s no good. What we’d like to do is terminate it. We have the individual mandate done. I don’t know that it’s going to work. If we don’t win, we will have to run it and we’ll have Obamacare, but it’ll be better run. But it no longer is Obamacare, because without the individual mandate, it’s much different.",0_obamacare_healthcare_vaccine_insurance,7,0.15015845,disapproval
605,Donald Trump,17:40,"First of all, I’ve already done something that nobody thought was possible. Through the legislature, I terminated the individual mandate. That is the worst part of Obamacare, as we call it. The individual mandate where you have to pay a fortune for the privilege of not having to pay for bad health insurance, I terminated. It’s gone. Now, it’s in court, because Obamacare is no good. But then I made a decision, run it as well as you can, to my people, great people, run it as well as you can. I could have gone the other route and made everybody very unhappy. They ran it. Premiums are down. Everything’s down. Here’s the problem. No matter how well you run it, it’s no good. What we’d like to do is terminate it. We have the individual mandate done. I don’t know that it’s going to work. If we don’t win, we will have to run it and we’ll have Obamacare, but it’ll be better run. But it no longer is Obamacare, because without the individual mandate, it’s much different.",0_obamacare_healthcare_vaccine_insurance,15,0.103201866,sadness
606,Donald Trump,18:36,"Pre-existing conditions will always stay. What I would like to do is a much better healthcare, much better. We’ll always protect people with pre-existing. So I’d like to terminate Obamacare, come up with a brand new, beautiful healthcare. The Democrats will do it, because there’ll be tremendous pressure on them. And we might even have the House by that time. And I think we’re going to win the House. You’ll see, but I think we’re going to win the House. But come up with a better healthcare, always protecting people with pre-existing conditions. And one thing very important, we have 180 million people out there that have great private healthcare. Far more than we’re talking about with Obamacare. Joe Biden is going to terminate all of those policies. These are people that love their healthcare. People that have been successful, middle-income people, been successful. They have 180 million plans, 180 million people, families. Under what he wants to do, which will basically be socialized medicine, he won’t even have a choice, they want to terminate 180 million plans. We have done an incredible job at healthcare, and we’re going to do even better. Just you watch.",0_obamacare_healthcare_vaccine_insurance,14,0.31735456,realization
607,Donald Trump,18:36,"Pre-existing conditions will always stay. What I would like to do is a much better healthcare, much better. We’ll always protect people with pre-existing. So I’d like to terminate Obamacare, come up with a brand new, beautiful healthcare. The Democrats will do it, because there’ll be tremendous pressure on them. And we might even have the House by that time. And I think we’re going to win the House. You’ll see, but I think we’re going to win the House. But come up with a better healthcare, always protecting people with pre-existing conditions. And one thing very important, we have 180 million people out there that have great private healthcare. Far more than we’re talking about with Obamacare. Joe Biden is going to terminate all of those policies. These are people that love their healthcare. People that have been successful, middle-income people, been successful. They have 180 million plans, 180 million people, families. Under what he wants to do, which will basically be socialized medicine, he won’t even have a choice, they want to terminate 180 million plans. We have done an incredible job at healthcare, and we’re going to do even better. Just you watch.",0_obamacare_healthcare_vaccine_insurance,0,0.21516179,admiration
608,Donald Trump,18:36,"Pre-existing conditions will always stay. What I would like to do is a much better healthcare, much better. We’ll always protect people with pre-existing. So I’d like to terminate Obamacare, come up with a brand new, beautiful healthcare. The Democrats will do it, because there’ll be tremendous pressure on them. And we might even have the House by that time. And I think we’re going to win the House. You’ll see, but I think we’re going to win the House. But come up with a better healthcare, always protecting people with pre-existing conditions. And one thing very important, we have 180 million people out there that have great private healthcare. Far more than we’re talking about with Obamacare. Joe Biden is going to terminate all of those policies. These are people that love their healthcare. People that have been successful, middle-income people, been successful. They have 180 million plans, 180 million people, families. Under what he wants to do, which will basically be socialized medicine, he won’t even have a choice, they want to terminate 180 million plans. We have done an incredible job at healthcare, and we’re going to do even better. Just you watch.",0_obamacare_healthcare_vaccine_insurance,3,0.10887127,approval
609,Kristen Welker,19:43,"Okay. Vice President Biden, yes, this is for you. Your healthcare plan calls for building on Obamacare. So my question is, what is your plan if the law is ruled unconstitutional by the Supreme Court? You have two minutes uninterrupted.",0_obamacare_healthcare_vaccine_insurance,5,0.38656524,curiosity
610,Kristen Welker,19:43,"Okay. Vice President Biden, yes, this is for you. Your healthcare plan calls for building on Obamacare. So my question is, what is your plan if the law is ruled unconstitutional by the Supreme Court? You have two minutes uninterrupted.",0_obamacare_healthcare_vaccine_insurance,4,0.26137355,confusion
611,Kristen Welker,19:43,"Okay. Vice President Biden, yes, this is for you. Your healthcare plan calls for building on Obamacare. So my question is, what is your plan if the law is ruled unconstitutional by the Supreme Court? You have two minutes uninterrupted.",0_obamacare_healthcare_vaccine_insurance,13,0.06549813,optimism
612,Joe Biden,19:56,"What I’m going to do is pass Obamacare with a public option, and become Bidencare. The public option is an option that says that if you in fact do not have the wherewithal, if you qualify for Medicaid and you do not have the wherewithal in your state to get Medicaid, you automatically are enrolled, providing competition for insurance companies. That’s what’s going to happen. Secondly, we’re going to make sure we reduce the premiums and reduce drug prices by making sure that there’s competition, that doesn’t exist now, by allowing Medicare to negotiate drug prices with the insurance companies. Thirdly, the idea that I want to eliminate private insurance, the reason why I had such a fight with 20 candidates for the nomination was I support private insurance. That’s why. Not one single person with private insurance would lose their insurance under my plan, nor did they under Obamacare. They did not lose their insurance unless they chose they wanted to go to something else.",0_obamacare_healthcare_vaccine_insurance,14,0.17584945,realization
613,Joe Biden,19:56,"What I’m going to do is pass Obamacare with a public option, and become Bidencare. The public option is an option that says that if you in fact do not have the wherewithal, if you qualify for Medicaid and you do not have the wherewithal in your state to get Medicaid, you automatically are enrolled, providing competition for insurance companies. That’s what’s going to happen. Secondly, we’re going to make sure we reduce the premiums and reduce drug prices by making sure that there’s competition, that doesn’t exist now, by allowing Medicare to negotiate drug prices with the insurance companies. Thirdly, the idea that I want to eliminate private insurance, the reason why I had such a fight with 20 candidates for the nomination was I support private insurance. That’s why. Not one single person with private insurance would lose their insurance under my plan, nor did they under Obamacare. They did not lose their insurance unless they chose they wanted to go to something else.",0_obamacare_healthcare_vaccine_insurance,3,0.1712333,approval
614,Joe Biden,19:56,"What I’m going to do is pass Obamacare with a public option, and become Bidencare. The public option is an option that says that if you in fact do not have the wherewithal, if you qualify for Medicaid and you do not have the wherewithal in your state to get Medicaid, you automatically are enrolled, providing competition for insurance companies. That’s what’s going to happen. Secondly, we’re going to make sure we reduce the premiums and reduce drug prices by making sure that there’s competition, that doesn’t exist now, by allowing Medicare to negotiate drug prices with the insurance companies. Thirdly, the idea that I want to eliminate private insurance, the reason why I had such a fight with 20 candidates for the nomination was I support private insurance. That’s why. Not one single person with private insurance would lose their insurance under my plan, nor did they under Obamacare. They did not lose their insurance unless they chose they wanted to go to something else.",0_obamacare_healthcare_vaccine_insurance,15,0.1497457,sadness
615,Joe Biden,20:59,"Lastly, we’re going to make sure we’re in a situation that we actually protect pre-existing. There’s no way he can protect pre-existing conditions. None, zero. You can’t do it in the ether. He’s been talking about this for a long time. He’s never come up with a plan. I guess we’re going to get the pre-existing condition plan the same time we got the infrastructure plan that we waited for since ’17, ’18, ’19, and 20. I still have a few more minutes. I know you’re getting anxious. The fact is that he’s already cost the American people, because of his terrible handling of the COVID virus and economic spillover. 10 million people have lost their private insurance, and he wants to take away 22 million more people who have it under Obamacare and over 110 million people with pre-existing conditions. And all the people from COVID are going to have pre-existing conditions, what are they going to do?",0_obamacare_healthcare_vaccine_insurance,9,0.31130135,fear
616,Joe Biden,20:59,"Lastly, we’re going to make sure we’re in a situation that we actually protect pre-existing. There’s no way he can protect pre-existing conditions. None, zero. You can’t do it in the ether. He’s been talking about this for a long time. He’s never come up with a plan. I guess we’re going to get the pre-existing condition plan the same time we got the infrastructure plan that we waited for since ’17, ’18, ’19, and 20. I still have a few more minutes. I know you’re getting anxious. The fact is that he’s already cost the American people, because of his terrible handling of the COVID virus and economic spillover. 10 million people have lost their private insurance, and he wants to take away 22 million more people who have it under Obamacare and over 110 million people with pre-existing conditions. And all the people from COVID are going to have pre-existing conditions, what are they going to do?",0_obamacare_healthcare_vaccine_insurance,5,0.111101754,curiosity
617,Joe Biden,20:59,"Lastly, we’re going to make sure we’re in a situation that we actually protect pre-existing. There’s no way he can protect pre-existing conditions. None, zero. You can’t do it in the ether. He’s been talking about this for a long time. He’s never come up with a plan. I guess we’re going to get the pre-existing condition plan the same time we got the infrastructure plan that we waited for since ’17, ’18, ’19, and 20. I still have a few more minutes. I know you’re getting anxious. The fact is that he’s already cost the American people, because of his terrible handling of the COVID virus and economic spillover. 10 million people have lost their private insurance, and he wants to take away 22 million more people who have it under Obamacare and over 110 million people with pre-existing conditions. And all the people from COVID are going to have pre-existing conditions, what are they going to do?",0_obamacare_healthcare_vaccine_insurance,4,0.10255597,confusion
618,Kristen Welker,21:51,"I have a follow-up for you Vice President Biden. It relates to something that President Trump said. He’s accusing you of wanting socialized medicine. What do you say to people who have concerns that your healthcare plan, which includes a government insurance option, takes-",0_obamacare_healthcare_vaccine_insurance,5,0.2387295,curiosity
619,Kristen Welker,21:51,"I have a follow-up for you Vice President Biden. It relates to something that President Trump said. He’s accusing you of wanting socialized medicine. What do you say to people who have concerns that your healthcare plan, which includes a government insurance option, takes-",0_obamacare_healthcare_vaccine_insurance,1,0.17255305,anger
620,Kristen Welker,21:51,"I have a follow-up for you Vice President Biden. It relates to something that President Trump said. He’s accusing you of wanting socialized medicine. What do you say to people who have concerns that your healthcare plan, which includes a government insurance option, takes-",0_obamacare_healthcare_vaccine_insurance,4,0.16407916,confusion
621,Kristen Welker,22:03,"Concerns that your healthcare plan, which includes a government insurance option, takes the country one step closer to a healthcare system run entirely by the government. What’s your response to that?",0_obamacare_healthcare_vaccine_insurance,5,0.43878263,curiosity
622,Kristen Welker,22:03,"Concerns that your healthcare plan, which includes a government insurance option, takes the country one step closer to a healthcare system run entirely by the government. What’s your response to that?",0_obamacare_healthcare_vaccine_insurance,4,0.29481694,confusion
623,Kristen Welker,22:03,"Concerns that your healthcare plan, which includes a government insurance option, takes the country one step closer to a healthcare system run entirely by the government. What’s your response to that?",0_obamacare_healthcare_vaccine_insurance,13,0.04511751,optimism
624,Joe Biden,22:09,"I say it’s ridiculous. It’s like saying that the fact that there’s a public option that people can choose, that makes it a socialist plan. Look, the difference between the president and I… I think healthcare is not a privilege, it’s a right. Everyone should have the right to have affordable healthcare, and I am very proud of my plan. It’s gotten endorsed by all the major labor unions, as well as a whole range of other people who, in fact, are concerned in the medical field. This is something that’s going to save people’s lives. And this is going to give some people an opportunity to have healthcare for their children. How many of you at home are worried and rolling around in bed tonight, wondering what in God’s name you’re going to do if you get sick, because you’ve lost your health insurance and your company’s gone under? We have to provide health insurance for people at an affordable rate, and that’s what I do.",0_obamacare_healthcare_vaccine_insurance,5,0.14523137,curiosity
625,Joe Biden,22:09,"I say it’s ridiculous. It’s like saying that the fact that there’s a public option that people can choose, that makes it a socialist plan. Look, the difference between the president and I… I think healthcare is not a privilege, it’s a right. Everyone should have the right to have affordable healthcare, and I am very proud of my plan. It’s gotten endorsed by all the major labor unions, as well as a whole range of other people who, in fact, are concerned in the medical field. This is something that’s going to save people’s lives. And this is going to give some people an opportunity to have healthcare for their children. How many of you at home are worried and rolling around in bed tonight, wondering what in God’s name you’re going to do if you get sick, because you’ve lost your health insurance and your company’s gone under? We have to provide health insurance for people at an affordable rate, and that’s what I do.",0_obamacare_healthcare_vaccine_insurance,9,0.117982976,fear
626,Joe Biden,22:09,"I say it’s ridiculous. It’s like saying that the fact that there’s a public option that people can choose, that makes it a socialist plan. Look, the difference between the president and I… I think healthcare is not a privilege, it’s a right. Everyone should have the right to have affordable healthcare, and I am very proud of my plan. It’s gotten endorsed by all the major labor unions, as well as a whole range of other people who, in fact, are concerned in the medical field. This is something that’s going to save people’s lives. And this is going to give some people an opportunity to have healthcare for their children. How many of you at home are worried and rolling around in bed tonight, wondering what in God’s name you’re going to do if you get sick, because you’ve lost your health insurance and your company’s gone under? We have to provide health insurance for people at an affordable rate, and that’s what I do.",0_obamacare_healthcare_vaccine_insurance,4,0.0884541,confusion
627,Kristen Welker,23:00,President Trump-,8_trump_president_bernie_nobody,13,0.32166502,optimism
628,Kristen Welker,23:00,President Trump-,8_trump_president_bernie_nobody,8,0.13767056,excitement
629,Kristen Welker,23:00,President Trump-,8_trump_president_bernie_nobody,0,0.1003546,admiration
630,Donald Trump,23:00,Excuse me. He was there-,-1_immigration_trump_cages_president,13,0.1828844,optimism
631,Donald Trump,23:00,Excuse me. He was there-,-1_immigration_trump_cages_president,17,0.11764907,neutral
632,Donald Trump,23:00,Excuse me. He was there-,-1_immigration_trump_cages_president,15,0.11702617,sadness
633,Kristen Welker,23:01,… your response.,11_respond_response_have_that,13,0.40655324,optimism
634,Kristen Welker,23:01,… your response.,11_respond_response_have_that,3,0.12492115,approval
635,Kristen Welker,23:01,… your response.,11_respond_response_have_that,5,0.09673135,curiosity
636,Donald Trump,23:02,"… for 47 years. He didn’t do it. He was now there as vice president for eight years. And it’s not like it was 25 years ago. It was three and three quarters… It was just a little while ago, right? Less than four years ago. He didn’t do anything. He didn’t do it. He wants socialized medicine. And it’s not that he wants it. His vice president, she is more liberal than Bernie Sanders and wants it even more. Bernie Sanders wants it. The Democrats want it. You’re going to have socialized medicine, just like you want it with fracking. “We’re not going to have fracking. We’re going to stop fracking. We’re going to stop fracking.” Then he goes to Pennsylvania after he gets a nomination, where he got very lucky to get it. And he goes to Pennsylvania, and he says, “Oh, we’re going to have fracking.” And you never ask that question. And by the way, so far, I respect very much the way you’re handling this, I have to say.",3_emissions_environmental_fracking_climate,3,0.1972285,approval
637,Donald Trump,23:02,"… for 47 years. He didn’t do it. He was now there as vice president for eight years. And it’s not like it was 25 years ago. It was three and three quarters… It was just a little while ago, right? Less than four years ago. He didn’t do anything. He didn’t do it. He wants socialized medicine. And it’s not that he wants it. His vice president, she is more liberal than Bernie Sanders and wants it even more. Bernie Sanders wants it. The Democrats want it. You’re going to have socialized medicine, just like you want it with fracking. “We’re not going to have fracking. We’re going to stop fracking. We’re going to stop fracking.” Then he goes to Pennsylvania after he gets a nomination, where he got very lucky to get it. And he goes to Pennsylvania, and he says, “Oh, we’re going to have fracking.” And you never ask that question. And by the way, so far, I respect very much the way you’re handling this, I have to say.",3_emissions_environmental_fracking_climate,7,0.19394526,disapproval
638,Donald Trump,23:02,"… for 47 years. He didn’t do it. He was now there as vice president for eight years. And it’s not like it was 25 years ago. It was three and three quarters… It was just a little while ago, right? Less than four years ago. He didn’t do anything. He didn’t do it. He wants socialized medicine. And it’s not that he wants it. His vice president, she is more liberal than Bernie Sanders and wants it even more. Bernie Sanders wants it. The Democrats want it. You’re going to have socialized medicine, just like you want it with fracking. “We’re not going to have fracking. We’re going to stop fracking. We’re going to stop fracking.” Then he goes to Pennsylvania after he gets a nomination, where he got very lucky to get it. And he goes to Pennsylvania, and he says, “Oh, we’re going to have fracking.” And you never ask that question. And by the way, so far, I respect very much the way you’re handling this, I have to say.",3_emissions_environmental_fracking_climate,15,0.10230646,sadness
639,Joe Biden,23:50,By the way-,-1_immigration_trump_cages_president,13,0.2619108,optimism
640,Joe Biden,23:50,By the way-,-1_immigration_trump_cages_president,3,0.1411835,approval
